with luck,"運が良ければ, うまくいけば",熟語,
refer to,"を参照する, 参考にする",熟語,
as to,に関して,熟語,
speaking of,"と言えば, に関して",熟語,
in trouble,困った状況にある,熟語,
at best,"せいぜい, 良くとも",副詞,
except for,"を除いては, を別にすれば",熟語,
in effect,"効果のある, 効いている",熟語,
in fashion,"流行っている, 流行している",熟語,
on demand,"要求に応じて, 要求があり次第",熟語,
in general,"一般的に, 普通",熟語,
attach to,"に添える, に取り付ける",熟語,
on duty,"勤務時間中で, 当番の",熟語,
out of use,"すたれて, 使用できない",熟語,
out of place,"場違いで, 不適切で, 場違いの",熟語,
be effective at,で効果的である,熟語,
on the run,"逃げて, 奔走して, 逃走中の",熟語,
struggle with,"と闘う, に苦戦する, 争う",熟語,
get used to,"慣れる, 習慣づく",熟語,
out of date,"時代遅れの, 古風な",熟語,
in tough,"苦労して, 厳しい",熟語,
under way,"進行中で, 進行する",熟語,
come into being,"生まれ出る, 生ずる, 生じる",熟語,
in need of,を必要として,熟語,
at a loss,"途方に暮れて, 困惑して",熟語,
within reach,"届く範囲で, 手の届く範囲で",熟語,
in a row,"一列に, 連続的に, 続けて",熟語,
be short of,"が不足する, 欠ける",熟語,
play a role in,において役割を果たす,熟語,
large amount of,"大量の, たくさんの",熟語,
focus on,"に焦点を合わせる, に注目する",熟語,
be concerned about,"について気をかける, 心配する",熟語,
nursery school,"保育園, 幼稚園",熟語,
stand still,"停止, 休止, 行き詰まり",熟語,
in terms of,"に関して, の点から",熟語,
for sure,"確かに, 間違いなく",熟語,
in time,"丁度よい時に, 丁度間に合って",熟語,
give out,"配布する, 発表する, を配る",熟語,
take down,"降ろす, 書き取る, 取り壊す",熟語,
put together,"まとめる, 一緒にする",熟語,
account for,"を説明する, 解説する",熟語,
put off,"延期する, 繰り延べる",熟語,
relevant to,"に関連して, 関連づけて",熟語,
keep up,"保持する, 維持する",熟語,
look over,"見渡す, 展望する",熟語,
entitle to,"に資格を与える, 認定する",熟語,
absorb in,"吸収する, 没頭する",熟語,
do away with,"廃止する, 取り消す, 除く",熟語,
take care,"注意する, 警戒する",熟語,
be obliged to,"義務付けられる, 義務を負う",熟語,
in short,"要するに, つまり, つまりは",熟語,
get away with,"を持ち逃げする, 盗み出す",熟語,
complain of,"の不満を漏らす, を訴える",熟語,
look through,"をひと通り調べる, を見抜く",熟語,
blame for,"の責任を問う, を責める",熟語,
see in,"案内して部屋に入れる, 迎える",熟語,
go after,"を追いかける, 追跡する",熟語,
by nature,"本来, 生来, 生まれつき",熟語,
in place,"決まった場所に, 適切で",熟語,
come out,"出てくる, 世に出る, 現れる",熟語,
come across,"を横切る, 出くわす",熟語,
in exchange,"と引き換えに, 代わりに",熟語,
bound for,"行きの, 方向の, 向けの",熟語,
in stock,"在庫あり, 在庫のある",熟語,
act on,"を決定する, 決議する, 従う",熟語,
by means of,"によって, を用いて",熟語,
persist in,"固執する, やり通す",熟語,
in vain,"無駄に, 軽々しく",熟語,
off duty,"非番の, 勤務時間外で",熟語,
live on,"生き続ける, 存続する",熟語,
pull down,"引き下げる, 取り壊す",熟語,
as follows,"次のとおり, 以下の通り",熟語,
be accustomed to,"に慣れている, 馴染んでいる",熟語,
in danger of,の危険にさらされている,熟語,
in turn,"順番に, 順次, それが今度は",熟語,
worthy of,"ふさわしくて, に値して",熟語,
look up to,"を尊敬する, を敬う",熟語,
add to,"付け加える, 増やす",熟語,
make up,"用意する, 片付ける, 取り戻す",熟語,
by heart,"体で覚えて, 身体的に覚える",熟語,
use up,"使い切る, 消耗する",熟語,
refrain from,"を控える, を遠慮する, を慎む",熟語,
traffic jam,"交通渋滞, 道路渋滞",名詞,
for the time being,"当面の間, ここしばらくは",熟語,
turn in,提出する,熟語,
as a matter of fact,"実際のところ, 実は",熟語,
rule out,"除外する, 締め出す",熟語,
as far as I know,私の知る限り,熟語,
as if,まるで～かのように,熟語,
apply for,を申し込む,熟語,
provided that,"と言う条件で, である限り",熟語,
put up with,"に耐える, 我慢する",熟語,
before long,"間もなく, まもなく, 遠からず",熟語,
by the end of,の終わりまでに,熟語,
bring up,持ち出す,熟語,
along with,"に沿って, 従って, 伴って",熟語,
make fun of,をからかう,熟語,
get by,どうにか切り抜ける,熟語,
vending machine,自動販売機,名詞,
by degrees,徐々に,熟語,
hang up,中断する,熟語,
break out,勃発する,熟語,
watch out,気を付ける,熟語,
pull off,"もぎ取る, 成功を掴む",熟語,
out of breath,息切れして,名詞,
be willing to,"する気のある, いとわない",熟語,
hand in,を提出する,熟語,
be engaged in,に従事している,熟語,
a couple of,少数の,熟語,
be well of,元気で,熟語,
in shape,健康に,熟語,
make sense,意味をなす,熟語,
consist of,から成り立っている,熟語,
How come,どうして～,熟語,
at times,時々,熟語,
in contrast to,とは対照的に,熟語,
sit up,まっすぐ座る,熟語,
a bunch of,"たくさんの, 多量の",熟語,
settle down,定住する,熟語,
cut down,"を減らす, 削減する",熟語,
out of stock,在庫切れ,熟語,
be able to,できる,熟語,
board member,役員,熟語,
on site,現場で,熟語,
business card,名刺,熟語,
core competency,核となる技術,熟語,
dispose of,"～を処理する, 取り除く",熟語,
once in a while,"たまに, 時折",熟語,
now and then,時々,熟語,
at the moment,"今のところは, 今のところ",熟語,
up to date,最新の,熟語,
talk～into doing,～に説得する,熟語,
call for,"～を要求する, 必要とする",熟語,
take place,"起こる, 行われる",熟語,
take part,参加する,熟語,
run for,～に出馬する,熟語,
global warming,地球温暖化,熟語,
greenhouse effect,温室効果,熟語,
tropical rain forest,熱帯雨林,熟語,
acid rain,酸性雨,熟語,
ozone layer,オゾン層,熟語,
be about to do,今にも～しそうである,熟語,
on the verge of,"今にも～しそうである, 寸前で",熟語,
on the brink of,今にも～しそうである,熟語,
long for,"～を待ち望む, 懐かしく思う",熟語,
go with,"～と合う, ～に同意する",熟語,
for good,永遠に,熟語,
all in all,"全般的に見て, 概して",熟語,
on the whole,"概して, 全般的に",熟語,
by and large,"概して, 全般的に, 大体",熟語,
at large,"全体の, 逃走中で, 自由で",熟語,
at length,"長々と, 詳細にわたって",熟語,
short of,～が不足している,熟語,
for want of,"～がないので, 不足して",熟語,
bump into,～にばったりと出会う,熟語,
wipe out,"～を消し去る, 絶滅させる",熟語,
make out,"～を理解する, 判読する",熟語,
make for,"～へ向かう, ～に役立つ",熟語,
turn out,～であることが分かる,熟語,
turn up,"現れる, 登場する",熟語,
turn to,～に頼る,熟語,
take in,"～を取り入れる, 理解する",熟語,
take on,"～を帯びる, を引き受ける",熟語,
take up,"～を占める, を取り上げる",熟語,
take to,"～が好きになる, 習慣になる",熟語,
put out,～を消す,熟語,
to put it … / put …,…言うと,熟語,
make do with,～で間に合わせる,熟語,
give away,"～を譲る, を明かす, 暴露する",熟語,
give way,"に屈する, 取って代わられる",熟語,
give in,"に屈する, 降伏する, 投降する",熟語,
give off,"～を発する, を放つ, 放出する",熟語,
come about,"生じる, 起こる",熟語,
come to,"意識を戻す, ～になる",熟語,
come in handy,"便利である, 役に立つ, 便利な",熟語,
Come on.,"おいおい, 冗談だろ",会話表現,
go on to do,さらに続けて～する,熟語,
go off,"爆発する, 退場する",熟語,
Go ahead.,どうぞ,会話表現,
bring about,"～を引き起こす, もたらす",熟語,
bring oneself to do,～する気になる,熟語,
bring A home to B,AをBに分からせる,熟語,
get at,～を言おうとする,熟語,
get ～ across,"～を伝える, 分かってもらう",熟語,
let go of,"～を手放す, から手を離す",熟語,
let ～ in,～を中に入れる,熟語,
let alone ＝ still less,ましてや?ない,熟語,
pull up [over],車をを止める,熟語,
make it,"やり遂げる, 都合がつく",熟語,
That's it,"もう終わりだ, まさにそれだ",熟語,
That is that,それでおしまいだ,熟語,
make ～ of A,"Aを～と評価する, 判断する",熟語,
make the most of,～を最大限利用する,熟語,
make the best of,～をできる限り利用する,熟語,
make ends meet,"やりくりする, 帳尻を合わせる",熟語,
make believe,"～のふりをする, 真似をする",熟語,
make a scene,"ひと騒ぎする, 醜態を晒す",熟語,
think much of,"～を高く評価する, を尊重する",熟語,
think better of,"～を考え直す, 見直す",熟語,
think twice,よく考える,熟語,
on second thought,"考え直して, やっぱり",熟語,
see to,"～に対処する, の世話をする",熟語,
see through,"～を見抜く, を最後まで助ける",熟語,
in the way of A / in A's way,Aの邪魔になって,熟語,
make one's way,前進する,熟語,
find one's way,"たどり着く, 入ってくる",熟語,
go out of one's way to do,わざわざ～する,熟語,
by way of,"～を経由して, ～によって",熟語,
have a way of doing,"～する癖がある, 傾向がある",熟語,
true for [of],～に当てはまる,熟語,
hold true [good],"当てはまる, 通用する",熟語,
true to life,"実物そっくり, 写実的",熟語,
give rise to,"～を生じる, 引き起こす, 生む",熟語,
give birth to,"～を産む, 生じる, 引き起こす",熟語,
put an end to,"～を終わらせる, 終了させる",熟語,
take turns,"交替する, 順番にやる",熟語,
in return,お返しに,熟語,
out of the question,"論外である, 話にならない",熟語,
in question,"問題になっている, 当の",熟語,
on end,"続けて, 連続して",熟語,
go so far as to do,～までする,熟語,
leave behind,"～を置き忘れる, 残していく",熟語,
back and forth,行ったり来たり,熟語,
upside down,"上下逆さまに, 逆さまに",熟語,
inside out,"裏返しに, ひっくり返して",熟語,
vice versa,"その逆, 逆もまた同様, 反対に",熟語,
other way around,"あべこべ, 逆",熟語,
this and that,"あれこれ, 様々なこと",熟語,
for the good of,"～のために, 利益となるように",熟語,
