iron out,"解決する, しわを伸ばす",熟語,
blow in,"風が吹き込む, 突然現れる",熟語,
sleep on,を一晩寝て考える,熟語,
fade away,"消えていく, 消滅していく",熟語,
gain on,"追い上げる, 侵食する",熟語,
in doubt,"疑って, 迷って",熟語,
take root,"根付く, 定着する",熟語,
shell out,"支払う, 大金を払う",熟語,
in a million,"最高の, かけがえのない",熟語,
pass through,"を通る, 通り抜ける",熟語,
die of,"で死ぬ, 亡くなる",熟語,
be devoid of,"を持っていない, に欠いている",熟語,
high and low,"高きも低きも, あらゆる人達",熟語,
be weary of,にうんざりしている,熟語,
with A start,"はっとして, ビクッとして",熟語,
for life,"一生の, 生きるために",熟語,
inflict A on B,"BにAを与える, 負わせる",熟語,
oddly enough,"奇妙なことに, おかしなことに",熟語,
in a second,"すぐに, 一瞬で",熟語,
break the news,悲報を伝える,熟語,
hole up,"冬眠する, 隠れる",熟語,
tell A apart,"Aを区別する, Aを見分ける",熟語,
as much as to say,と言わんばかりに,熟語,
work off,"徐々に取れる, 減らす",熟語,
break into tears,"涙が出る, 泣き出す",熟語,
draw into,"引き込む, 引き入れる",熟語,
by dint of,"によって, の力で",熟語,
in addition to,"に加えて, のほかに",熟語,
take leave of,"と告別する, 別れる",熟語,
crash into,"衝突する, ぶち当たる",熟語,
carry over,"持ち越す, 繰り返す",熟語,
under cover,"内密に, 隠れて",熟語,
least of all,"とりわけ, 最も～ない",熟語,
ascribe A to B,AからBに帰する,熟語,
make allowance for,"を大目に見る, を考慮に入れる",熟語,
hold still,"止まる, 座る",熟語,
and the like,"など, および同類の物",熟語,
weed out,"取り除く, 引き抜く",熟語,
pick up the thread,"再び続ける, 再開する",熟語,
hang over,"持ち越される, 継続する",熟語,
kick back,"逆襲する, 見返り",熟語,
now and again,"時々, 時折",熟語,
classify A into B,AをBに分類する,熟語,
out of the picture,"目立たない, 重要でない",熟語,
roll in,"たくさん入る, 転がり入る",熟語,
eat away,"食い荒らす, 侵食する",熟語,
turn pale,"青ざめる, 血色が悪くなる",熟語,
at close quarters,"間近に, 接近して",熟語,
tend to,"する傾向がある, しがちである",熟語,
at the end of the day,"一日の終わりに, 最終的に",熟語,
dream on,"夢を見続ける, 夢でも見てろ",熟語,
set at,"評価する, 設置する",熟語,
watch over,"見守る, 見張る",熟語,
pore over,"を凝視する, 熟読する",熟語,
be reckless of,"を気に掛けない, 気にしない",熟語,
cheat on,"でずるをする, 裏切る",熟語,
avail oneself of,"を利用する, を活用する",熟語,
keep down,身を低くする,熟語,
have a clue,"手がかりがある, 見当がつく",熟語,
trifle with,ぞんざいに扱う,熟語,
clear away,"取り除く, 片づける",熟語,
strip A of B,"AからBを取り去る, 奪う",熟語,
run off,"流出する, 逃げる",熟語,
in diameter,"直径で, 径で",熟語,
poke fun at,"をからかう, を馬鹿にする",熟語,
interfere in,"に干渉する, 介入する",熟語,
get past,"のそばを通る, 通り抜ける",熟語,
phase out,"段階的に廃止する, 撤去する",熟語,
pull into,"引き入れる, 引き込む",熟語,
come to a halt,"一旦停止する, 一時的に止める",熟語,
in contrast with,"とは対照的に, ～に対して",熟語,
around the clock,"一日中, 24時間体制",熟語,
turn out for,"に向かう, の方向に進む",熟語,
entrust A to B,"AからBに委託する, 任せる",熟語,
pay down,"頭金として払う, 即金で払う",熟語,
yet again,"再び, またまた",熟語,
set forth,"説明する, を明らかにする",熟語,
catch A's eye,"Aの目を引く, Aの興味を引く",熟語,
sleep over,"外泊する, を見落とす",熟語,
no sweat,"容易に, お安い御用で",会話表現,
put through,"やり遂げる, に電話を繋ぐ",熟語,
ever since,"それ以来, それ以降",熟語,
screw up,"失敗する, しくじる",熟語,
fall on,"降りかかる, 突然やってくる",熟語,
be applicable to,"に当てはまる, に適している",熟語,
shed light on,"に光を放つ, 当てる",熟語,
point up,"強調する, 際立たせる",熟語,
without reserve,"遠慮せず, 遠慮なく",熟語,
be distinguished for,"と区別される, 名高い",熟語,
get over with,"を乗り越える, 克服する",熟語,
adjust A to B,AとBを調整する,熟語,
write out,書きつくす,熟語,
buy off,お金で解決する,熟語,
jack up,"吊り上げる, ジャッキで上げる",熟語,
sew up,"縫合する, うまくまとめる",熟語,
talk back to,"に口答えする, 言い返す",熟語,
an eye for an eye,目には目を,熟語,
crop up,"突然現れる, 生じる",熟語,
be apt to,"しがちである, する癖がある",熟語,
engage in,"に従事する, ～に携わる",熟語,
stay put,"入れたまま, 元のままで",熟語,
give A credit for B,BについてAを信用する,熟語,
day in， day out,"明けても暮れても, 毎日毎日",熟語,
hit it off,"仲良くやる, ウマが合う",熟語,
take offense at,"に怒る, 腹を立てる",熟語,
out of hand,"手を離れて, 手に負えない",熟語,
wash up,"顔や手を洗う, 皿洗いをする",熟語,
be doomed to,"運命づけられる, の運命にある",熟語,
carry off,"運び去る, 誘拐する",熟語,
go to extremes,"極端に行く, 行き過ぎる",熟語,
at a premium,"特別に, 割増の",熟語,
under the table,"こっそりと, そでの下で",熟語,
build out,"構築する, 増築する",熟語,
write off,"すぐに書く, 即座に記述する",熟語,
pull the plug,"停止させる, 終わらせる",熟語,
surrender to,"に降伏する, 屈服する",熟語,
to be frank,"率直に言って, 正直なところ",熟語,
derive from,から派生する,熟語,
with a vengeance,"すさまじい勢いで, 猛烈に",熟語,
let off,"降ろす, 放つ",熟語,
end up with,"で終わる, の羽目になる",熟語,
kill oneself,"自殺する, 自害する",熟語,
out in the cold,"冷たくされて, 無視されて",熟語,
let on,"漏らす, 白状する",熟語,
exert oneself to,するために努力する,熟語,
zero in on,"に的を絞る, 照準を合わせる",熟語,
go nuts,"気がふれる, 怒り狂う",熟語,
drum up,"呼び集める, 募集する",熟語,
bite on,"に真剣に取り組む, に噛みつく",熟語,
drink in,"吸収する, 見とれる",熟語,
boil over,"沸騰してこぼれる, 憤慨する",熟語,
be incongruous with,"と矛盾する, と不一致である",熟語,
go into effect,"影響が始まる, 発行される",熟語,
so as to,"するように, なるように",熟語,
bear down,"圧迫する, 制圧する",熟語,
seldom if ever,"めったに, しない",熟語,
hear out,"最後まで聞く, 傾聴する",熟語,
rumor has it that,"噂によると, らしい",熟語,
fish for,"聞き出す, 誘い出す",熟語,
by coincidence,"偶然に, たまたま",熟語,
buck for,"得ようと努める, 求める",熟語,
kick out,"追い出す, 追放する",熟語,
set A apart,Aを離す,熟語,
do A harm,"Aに害を及ぼす, 傷つける",熟語,
quarrel with,"とけんかする, 口論する",熟語,
bottom out,"底をつく, 底値に達する",熟語,
cast away,"投げ捨てる, 処分する",熟語,
put up at,"に泊まる, 宿泊する",熟語,
be distinct from,"とは区別する, とは異なって",熟語,
in consequence,"結果として, その結果",熟語,
make haste,"急ぐ, 手早くする",熟語,
first and last,"総じて, 概して",熟語,
in disguise,"変装した, ～したふり",熟語,
to excess,"過剰に, 過度に",熟語,
for real,"本物の, 本気で",熟語,
drink to,"を祝って飲む, 偲んで酒を飲む",熟語,
come away,"から離れていく, 遠ざかる",熟語,
spit it out,"白状する, 吐き出すように言う",熟語,
take the plunge,"思い切ってやる, やってみる",熟語,
bear the brunt of,"の矢面に立つ, まともに受ける",熟語,
rise and fall,"上下する, 起伏する",熟語,
be liable to,"責任がある, 責任を持つ",熟語,
be in for,"に直面しそうな, に参加する",熟語,
on the occasion of,"に際して, にあたって",熟語,
on hand,"近くに, 手元に",熟語,
put it briefly,"簡単に言うと, 短く言うと",熟語,
be disappointed at,"にがっかりして, に期待外れで",熟語,
all thumbs,"手先が不器用な, ぶざまな",熟語,
convict of,で有罪判決とする,熟語,
associate with,"と関連付ける, を関連させる",熟語,
make an end of,"で済ませる, 終わらせる",熟語,
close call,"間一髪, 際どいところ",熟語,
be faithful to,"に忠義を尽くす, 付いていく",熟語,
be prone to,"する傾向がある, しがちである",熟語,
hold on to,"にすがりつく, 放さない",熟語,
tear off,"引きちぎる, 脱ぎ捨てる",熟語,
come in contact with,"と接触する, 連絡する",熟語,
