roll up,"を巻き上げる, 巻く",熟語,
in person,"直接に, 対面で, 本人自ら",熟語,
level off,"平らにする, 水平にする",熟語,
hang on to,"にしがみつく, 執着する",熟語,
fall under,"支配下に入る, 分類される",熟語,
on the rise,"上昇中で, 増加中",熟語,
in place of,"の代わりに, 変わって",熟語,
low frequency,"低周波, 低頻度",熟語,
pull in,"到着する, 片側に寄る",熟語,
put forth,"を進める, 出す",熟語,
keep up on,の最新状況を把握する,熟語,
come down with,"病気などにかかる, 罹患する",熟語,
blend in,"溶け合う, 調和する",熟語,
stick with,"に固執する, 堅持する",熟語,
hold up,"持ちこたえる, 耐える",熟語,
jump at,"に飛びつく, すぐに受け入れる",熟語,
stand over,"を監督する, 延期する",熟語,
hold out,"持ちこたえる, 我慢する",熟語,
pick over,"吟味して選ぶ, 選び抜く",熟語,
under warranty,"保証期間中, 保証されている",熟語,
clean cut,"きちんとした, 整然とした",熟語,
pile in,"どっと中に入る, 一気に入る",熟語,
pile up,"を積み上げる, 積み重ねる",熟語,
catch up,"遅れを取り戻す, 追いつく",熟語,
face off,"対決する, 向き合う",熟語,
speak for,"を代弁する, の代理で話す",熟語,
regardless of,"に関係なく, それにも関わらず",熟語,
force down,を無理やり飲み込む,熟語,
stay in touch with,と連絡を取り続ける,熟語,
throw off,"を投げ捨てる, 放り出す",熟語,
go under,"失敗する, 破産する",熟語,
not surprisingly,当たり前の事だが,熟語,
fall through,"失敗に終わる, 駄目になる",熟語,
conform to,"に順応する, 慣れる, 適応する",熟語,
stand up to,"に抵抗する, 耐える, 反抗する",熟語,
bring off,"を成し遂げる, 達成する",熟語,
fall for,"に夢中になる, 騙される",熟語,
register for,"に登録する, に記録する",熟語,
weigh on,"の重荷になる, 負担になる",熟語,
feel for,"を感じる, 同情する",熟語,
play out,"最後まで演じる, 遊ぶ",熟語,
pull over,"車を止める, 車を停止させる",熟語,
aim to,"するつもりである, 意図する",熟語,
wrap up,"纏める, 結束する",熟語,
tell on,"言いつける, 密告する",熟語,
pull through,"を乗り越える, を超える",熟語,
bounce back,"持ち直す, 回復する",熟語,
cross out,"線を引いて消す, を抹消する",熟語,
pass off,"次第に消える, 徐々に消える",熟語,
settle up,"を支払う, 払い戻す",熟語,
brush off,"をすげなく断る, 無視する",熟語,
stick up for,"を支持する, を弁護する",熟語,
fix up,"を修理する, 決定する, を直す",熟語,
fritter away,"時間を費やす, 無駄遣いする",熟語,
across from,"の向かいに, 対面に",熟語,
miss out,"機会を逃す, 見落とす",熟語,
burn out,"を焼き尽くす, 燃え切る",熟語,
feed off,"から取って食べる, 情報を得る",熟語,
skim over,"流し読みする, ざっと読む",熟語,
critical of,"を批判する, 非難する",熟語,
in line with,"に従って, 一致して, 合致して",熟語,
split up,"を分ける, 分割する, 区別する",熟語,
let up,"やめる, 弱まる, 止む",熟語,
ease into,にゆっくりと入る,熟語,
play down,"を軽く扱う, 手軽に扱う",熟語,
go against,"に反して, に逆らって, 反対に",熟語,
add up to,"結局～になる, 結果として",熟語,
play up,"を重視する, 強調する",熟語,
hang out,"くつろぐ, リラックスする",熟語,
by contract,"契約で, 契約上の",熟語,
fall into,"に属する, 分類される",熟語,
drag on,"長引く, 続きすぎる",熟語,
life expectancy,"余命, 生命の期間",熟語,
drive off,"を追い払う, 排除する",熟語,
carry through,"やり通す, 達成する",熟語,
finish off,"を完成させる, 完遂させる",熟語,
stand down,"身を引く, 後退する",熟語,
lay off,"を解雇する, 首にする",熟語,
grow into,"に発展する, 進行する",熟語,
light bulb,"電球, 光球, 蛍光灯",熟語,
shake up,"大きく変える, 再編する",熟語,
water vapor,"水蒸気, 蒸気",熟語,
keep A company,"Aに同行する, Aとともに行く",熟語,
drop back,"後退する, 後ずさる",熟語,
rub in,"刷り込む, 教え込む",熟語,
with all,"にも関わらず, 尽力しても",熟語,
tie up,"を縛り上げる, 束縛する",熟語,
run against,"にぶつかる, 出くわす",熟語,
get on with,とうまくやっていく,熟語,
in pursuit of,"を追跡して, 追いかけて",熟語,
experiment with,"を試す, 実験する",熟語,
spring up,"突然現れる, 跳ね上がる",熟語,
slip by,そっと通り過ぎる,熟語,
real estate,"不動産, 物件",熟語,
step down,"降りる, 身を引く",熟語,
rebel against,"に反抗する, 対抗する",熟語,
fire up,"点火する, 起動する",熟語,
come along,"一緒に行く, 共に進む",熟語,
back off,"後退する, 後ろに下がる",熟語,
scratch out,"消す, 取り消す",熟語,
fall away,"弱まる, 落ちる",熟語,
be aimed at,を狙っている,熟語,
run down,"流れ落ちる, 荒廃する",熟語,
come down to,"結局～になる, に帰する",熟語,
pass for,"として通る, 通過する",熟語,
back down,"手を引く, 撤退する",熟語,
bank on,"を当てにする, 依存する",熟語,
fall off,"減少する, 減る, 落ちる",熟語,
stick around,"居残る, うろうろする",熟語,
role model,"お手本, 模範",熟語,
talk down to,"見下して話す, 軽蔑して話す",熟語,
make progress,"進歩する, 進展する",熟語,
lose out to,"に負ける, 敗れる",熟語,
give over,"を任せる, 委ねる",熟語,
make over,"を作り替える, 改造する",熟語,
stop A from doing B,AがBすることを止める,熟語,
bring on,"を引き起こす, 誘発する",熟語,
press for,"をせがむ, 催促する",熟語,
branch off,"分岐する, 枝を広げる",熟語,
cut off,"を断つ, 切る",熟語,
get into,"に入り込む, 合格する",熟語,
dish out,"盛り付ける, 配膳する",熟語,
set aside,"横に置く, 取っておく",熟語,
catch on,"流行する, 受け入れられる",熟語,
take A away from B,BからAを取る,熟語,
read off,"を読み上げる, すらすら読む",熟語,
saving account,"普通預金, 通常の預金",熟語,
set in,"始まる, 起こる, 発生する",熟語,
lop off,"切り落とす, 削除する, 落とす",熟語,
hand off,"を渡す, 手渡す, 与える",熟語,
shut out,"を締め出す, 閉め出す, 遮る",熟語,
contribute to,"に貢献する, 助けとなる",熟語,
look to,"を頼りにする, 信頼する",熟語,
set off,"を引き起こす, 招く, 出発する",熟語,
hang around,"うろつく, 徘徊する, 歩き回る",熟語,
bring out,"を引き出す, 引き起こす, 招く",熟語,
pass on,"通り過ぎる, 通る",熟語,
go over,"を繰り返す, 再び行う",熟語,
sit in,"座り込む, 座って抗議する",熟語,
place limitation on,"に制限を加える, 限界を設ける",熟語,
down payment,"頭金, 手付金",熟語,
tip over,"ひっくり返る, 転覆する",熟語,
clean out,"を一掃する, 取り除く",熟語,
law enforcement,"法の執行, 法の適用, 法の施行",熟語,
trade in,"を下取りに出す, 下取りする",熟語,
in search of,"を探して, 探索して, 探る",熟語,
stay off,"から離れる, 距離を取る",熟語,
lift off,"離陸する, 飛び立つ",熟語,
pick through,"を探る, 選りすぐる",熟語,
trip up,"をつまづかせる, 揚げ足をとる",熟語,
talk up,を大袈裟にほめる,熟語,
put in,"取り付ける, 取り組む",熟語,
even out,"平らになる, 安定する",熟語,
subject to,"の支配下にある, によると",熟語,
crack up,"大破する, くじける",熟語,
head out,"出発する, 去る",熟語,
grow on,"成長する, 大きくなる",熟語,
come before,"の前に現れる, 先立って現れる",熟語,
lock in,"を閉じ込める, 隔離する",熟語,
stir up,"をかき混ぜる, 刺激する",熟語,
pass over,"を無視する, 通り越す",熟語,
cut in,"切り込む, 干渉する",熟語,
blast off,"発射される, 打ち上げられる",熟語,
break down,"を壊す, 解体する",熟語,
in use,"使用中の, 利用している",熟語,
replace A as B,BとしてAに取って代わる,熟語,
push through,"押し通す, 芽が出る",熟語,
go back on,"を裏切る, 約束を破る",熟語,
attribute A to B,AをBに依るものとする,熟語,
go about,"歩き回る, 広まる",熟語,
sum up,"を合計する, 集計する",熟語,
side job,"副業, アルバイト",熟語,
no better than,"と変わらない, 同等の",会話表現,
miltary service,"兵役, 兵役の義務",熟語,
advise A on B,AにBについて助言する,熟語,
take pride in,"を誇りにする, 自慢する",熟語,
just around the corner,"目前に来ている, すぐ近く",熟語,
as it stands,"現状では, 今のところでは",熟語,
in order,"順序通りに, 整った",熟語,
keep A out of B,AをBに入れない,熟語,
come off,"から取れる, 外れる, 取り外す",熟語,
talk over,"相談する, 議論する",熟語,
close in,"を閉じ込める, 隔離する",熟語,
confess to,"を白状する, 告白する",熟語,
bring A in,"Aを持ち込む, 持参する",熟語,
in excess,"過度に, 余分に, 過剰に",熟語,
pony up,"お金を出す, 出資する, 支払う",熟語,
paid vacation,"有給休暇, 給与付きの休暇",熟語,
sort out,"分類する, 改善する, 類別する",熟語,
medical checkup,"健康診断, 医療診断",熟語,
town twinning,"姉妹都市提携, 友好都市関係",熟語,
narrow down A to B,AをBに限定する,熟語,
send out for,"お使いに出す, 依頼する",熟語,
grow out of,"から生じる, 生まれる",熟語,
put A into place,"Aを実行する, Aを遂行する",熟語,
turn away,"追い返す, 追放する, 追い払う",熟語,
limit A to B,AをBに限定する,熟語,
push A back,"Aを遅らせる, Aを抑制する",熟語,
hit the books,"猛勉強する, 必死に勉強する",熟語,
fit A with B,AにBを備え付ける,熟語,
state of the art,"最先端の, 最先鋭の",熟語,
be laid up,"寝込む, 寝たきりになる",熟語,
count for,"の価値がある, 価値の高い",熟語,
file a suit,"提訴する, 訴訟を提出する",熟語,
in development,"開発中の, 進行中の",熟語,
crash down,"崩れる, 台無しになる",熟語,
expose A to B,AをBにさらす,熟語,
application form,"申込用紙, 願書, 申請書",熟語,
gear up,"準備を整える, 支度をする",熟語,
in mind,"頭に置いて, 考慮して",熟語,
nod off,"眠り込む, 眠る, 深く眠る",熟語,
be critical of,"に批判的である, 否定的な",熟語,
threaten A with extinction,Aを絶滅の危機にさらす,熟語,
from scratch,"最初から, 初めから",熟語,
benefit from,"で利益を得る, 儲かる",熟語,
head off,"を回避する, 阻止する, 避ける",熟語,
up front,"前もって, 率直に",熟語,
frankly speaking,"率直に言うと, 正直に言って",熟語,
kick off,"始める, 追い払う, 開始する",熟語,
cross over,"越えて渡る, 超えていく",熟語,
pass up,"逃す, 失う, 逸する",熟語,
help out,"手伝う, 助ける, 協力する",熟語,
mess up,"台無しにする, 損なう",熟語,
come through,"を通り抜ける, やり通す",熟語,
wisdom tooth,"親知らず, 知歯",熟語,
as yet,"今のところ, 現状, 現在点",熟語,
out of nowhere,"いきなり, 突然に, 予告なく",熟語,
speaking of which,"と言えば, それについて",熟語,
wear off,"擦り切れる, 摩耗する",熟語,
public official,"公務員, 官僚",熟語,
compare A to B,AをBと比べる,熟語,
back up,"を後援する, 後退させる",熟語,
buckle down,"精を出す, 全力を尽くす",熟語,
sit by,"傍観する, 見物する, 見守る",熟語,
integrate A into B,AをBに統合する,熟語,
break through,"突破する, 切り抜ける",熟語,
transmit A to B,AをBに伝染させる,熟語,
replace A with B,AをBに置き換える,熟語,
deal in,"取り扱う, 携わる, 処理する",熟語,
grant A to B,BにAを供与する,熟語,
live up to,"に従って動く, 期待に応える",熟語,
stop by,"立ち寄る, 寄る",熟語,
associate A with B,AとBを関係づける,熟語,
let A go,"Aを解雇する, 自由にする",熟語,
